,type,epoch,top1,top5,loss,time,grad_norm,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
6,train,3,0.99995,1.0,2.538081316500514e-06,3.9,118.43861947463297,61.6444809945851,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9759,0.9988,0.0005434123709797859,,,,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999,1.0,3.4079407584310198e-06,3.9,118.89787338323963,61.78200127849379,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9757,0.9988,0.0005546154238283634,,,,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99975,1.0,5.917044678062666e-06,4.0,119.32723565346524,62.18578446799081,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9754,0.9991,0.0005541086297482252,,,,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9993833333333333,1.0,9.567860952665797e-06,4.0,119.63801401454997,62.41861949582921,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9739,0.9989,0.0006052495907992125,,,,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998,0.9999833333333333,5.214630112338152e-06,4.0,120.09269448237534,62.7207709786276,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9758,0.9986,0.0005486328694969415,,,,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999166666666667,1.0,3.8068182383237097e-06,4.0,120.47008577714489,62.90628247000763,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9751,0.9987,0.00057342285560444,,,,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999,1.0,3.4371883626590715e-06,3.9,120.73953767620372,63.03966658995568,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9745,0.9988,0.0005832430601119995,,,,135072,12,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,3.831514449848328e-06,4.0,120.9393669342929,63.22192164568399,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9744,0.9989,0.0005837539538741112,,,,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99985,1.0,4.3595534088429605e-06,3.9,121.32394370465586,63.405716970640775,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9743,0.9989,0.000595727813243866,,,,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.99925,1.0,9.773342345821826e-06,3.8,121.72255816270565,63.643598914307184,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.975,0.999,0.0005859582204371691,,,,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9996833333333334,1.0,6.160976505392076e-06,4.0,121.95537145856416,63.85956741090738,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9753,0.9989,0.0005707551188766956,,,,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999,1.0,3.949693589553741e-06,4.4,122.29651861941566,64.06226317108778,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9752,0.9991,0.0005853534076362848,,,,135072,13,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9997333333333334,1.0,5.625609238874555e-06,4.0,122.69042297414347,64.24030776396914,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9741,0.9991,0.000585128616169095,,,,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997833333333334,1.0,5.2275729021251515e-06,4.0,123.10695349809401,64.50576452041383,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9753,0.9992,0.0005799005180597305,,,,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999833333333333,1.0,2.640465131844394e-06,3.9,123.30661677524255,64.5796354698597,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.976,0.9993,0.0005615459766238928,,,,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99995,1.0,2.0966945826027463e-06,3.9,123.4983799528003,64.6139917787502,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9748,0.9992,0.000558384382352233,,,,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999333333333333,1.0,2.5857269788199727e-06,4.0,123.87170269486762,64.78137547052425,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9756,0.9992,0.0005642539944499731,,,,135072,14,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,3.985701960361136e-06,3.9,124.32175938296177,65.10477328194247,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9761,0.9991,0.0005563631221652031,,,,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999,1.0,3.649258658454831e-06,4.0,124.573667701176,65.31324816841598,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9754,0.9985,0.0005957541711628437,,,,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999166666666667,1.0,3.2054974618707393e-06,4.0,124.87300103577998,65.46689803279465,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9751,0.9986,0.0006036191520281136,,,,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999,1.0,3.1238327800868623e-06,3.9,125.28340086134281,65.63488424824646,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.975,0.999,0.0006029140777885914,,,,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998,1.0,3.4602661743216837e-06,3.9,125.39564785318483,65.74436779660219,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9744,0.9991,0.00059731016010046,,,,135072,15,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998,1.0,4.08889839782205e-06,3.9,125.63473974232404,66.02884663247686,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9742,0.9987,0.0006160993025638163,,,,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99985,1.0,4.277178223249697e-06,3.9,125.85454305722492,66.17415369912153,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.976,0.9991,0.0005617354600690306,,,,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998166666666667,1.0,4.2980525457096515e-06,3.9,126.13869197915385,66.41324529255863,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9752,0.9992,0.0005883035723119974,,,,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99965,1.0,5.901213803614761e-06,3.9,126.72389163385604,66.67706687367115,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9743,0.9987,0.0006037078224122524,,,,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999,1.0,2.857424687196423e-06,3.8,127.07286664762184,66.75062404601884,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9744,0.999,0.0006028268963098526,,,,135072,16,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998833333333333,1.0,3.4537955215152277e-06,3.9,127.31376171163613,67.00749072012329,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9745,0.9991,0.0005906312000472099,,,,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9998333333333334,1.0,4.1518644390938185e-06,3.9,127.5232617281365,67.15387436887207,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9751,0.9989,0.0005728045885451138,,,,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998666666666667,1.0,3.531589768681442e-06,3.9,127.77403995001463,67.37174132895709,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.975,0.9995,0.0006181993862614036,,,,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9998166666666667,1.0,4.5263057482467655e-06,3.9,128.19281818434013,67.73365553373019,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9746,0.9985,0.0006200442120432853,,,,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9997666666666667,1.0,4.156749442578682e-06,3.9,128.46685080135708,67.91117564271913,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9727,0.9994,0.0006176217589527369,,,,135072,17,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99995,1.0,2.0447700614264858e-06,4.0,128.75170210876558,68.10967054640335,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9755,0.9987,0.0005826309002935886,,,,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99995,1.0,2.899440893391632e-06,3.9,129.18778552858632,68.38414581855689,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9741,0.9993,0.0006466971423476934,,,,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999666666666667,1.0,1.8884978594239025e-06,3.9,129.47426108370433,68.4383614705514,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9752,0.999,0.000611605372116901,,,,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99985,1.0,2.9996681233266523e-06,3.9,129.6603195589828,68.48666564534358,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9752,0.999,0.0006147293418645859,,,,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998666666666667,1.0,2.6858212065538586e-06,4.0,129.756103577072,68.5680591915401,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9733,0.9991,0.0006347536692395806,,,,135072,18,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998166666666667,1.0,3.2396742365866277e-06,4.0,129.91724584325698,68.72760909253935,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9752,0.9994,0.0005926785439252854,,,,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999666666666667,1.0,1.8307238737785762e-06,3.9,130.13134691401373,68.86675329491901,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9752,0.9989,0.000602621048130095,,,,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999666666666667,1.0,1.6696059370588045e-06,3.9,130.3086861915658,68.9563215154678,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9746,0.999,0.000608588982000947,,,,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9997666666666667,1.0,4.4596309047847175e-06,3.9,130.5386013790391,69.26913859404303,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9729,0.9992,0.0006549222217872739,,,,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998666666666667,1.0,3.2863524176112453e-06,3.9,131.01887201237363,69.55022412034857,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9738,0.9982,0.0006715360576286912,,,,135072,19,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99975,1.0,5.11255207954188e-06,3.9,131.21703388047317,69.73158936619046,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9742,0.9988,0.0006370077785104513,,,,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997666666666667,1.0,4.295493414004644e-06,3.9,131.39062038607497,69.89187391985988,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9755,0.9988,0.0006203276378102601,,,,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999,1.0,2.6183929910378843e-06,4.0,131.67500203836266,69.9830812217637,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9754,0.9993,0.000617276451550424,,,,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999,1.0,2.883555422886275e-06,3.9,131.8718041870397,70.05827421899819,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9754,0.9987,0.0006422839992330409,,,,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.99995,1.0,1.984326097832915e-06,4.0,132.0591276027694,70.08061897278584,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.975,0.9991,0.0006109253443777561,,,,135072,20,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999166666666667,1.0,1.786847988902688e-06,3.9,132.2416866077316,70.2427955828472,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9768,0.9989,0.0006177826749626547,,,,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9996833333333334,1.0,4.9376554722888006e-06,3.9,132.40923217753925,70.40975368220039,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9732,0.9982,0.0006536848776042462,,,,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999333333333333,1.0,2.257836734861485e-06,4.0,132.79912757878301,70.56045072248004,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9746,0.9987,0.0006422557262703776,,,,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999833333333333,1.0,1.5852209239407481e-06,3.9,133.00767570844823,70.62513942848717,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9749,0.9991,0.000612578016333282,,,,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.99995,1.0,1.3031211149912755e-06,3.9,133.11750485726208,70.6654532476122,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9747,0.9992,0.0006000673521310091,,,,135072,21,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999,1.0,2.435944303033466e-06,4.2,133.3331652549231,70.93218476932633,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9754,0.9991,0.0006461202569305897,,,,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997833333333334,1.0,4.11658798799787e-06,4.0,133.46918402145027,71.02088698453912,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9742,0.9986,0.0006715308431535959,,,,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998,1.0,3.5440874949927093e-06,3.9,133.772542866137,71.17430957797984,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9753,0.9988,0.0006313904627226293,,,,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999333333333333,1.0,1.4526829620081117e-06,3.9,133.98286515234713,71.1806512716895,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9761,0.9994,0.0006313144318759441,,,,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.99995,1.0,1.5818841001115894e-06,4.1,134.06913418877213,71.19195223317155,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9755,0.9988,0.0006513158377259969,,,,135072,22,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,2.477599493734791e-06,3.9,134.31375809968026,71.55074052461623,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9752,0.9991,0.0006344344545155763,,,,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9993833333333333,1.0,8.425049908570752e-06,3.9,134.4924574544096,71.70090361044231,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9738,0.9988,0.000650710666552186,,,,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
