,type,epoch,top1,top5,loss,time,grad_norm,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
3,test,1,0.9728,0.9991,0.00037568767312914133,,,,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9917666666666667,0.99995,0.0001353157553821802,4.0,57.476449993476805,38.51285639614819,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9737,0.9991,0.0003630403395742178,,,,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9939833333333333,0.9999666666666667,0.00011444090834508339,3.9,61.13412046815202,39.31420807010054,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.974,0.9992,0.00036564708426594733,,,,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9946,0.99995,0.0001008819319618245,3.9,64.79080272173289,40.119431333458,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9734,0.9991,0.00037679099217057227,,,,135072,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9952333333333333,0.9999833333333333,9.168619282233219e-05,4.0,68.20122142106565,41.060198840936486,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9732,0.9984,0.0003948765702545643,,,,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9962833333333333,1.0,7.538927891291678e-05,4.0,71.33377094672402,41.8357627567414,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9731,0.9987,0.0003870893217623234,,,,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9965666666666667,1.0,6.977473948306094e-05,3.9,74.15634189083067,42.57003844621291,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9744,0.9988,0.00037803064323961734,,,,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99755,1.0,6.132326153262208e-05,3.9,76.88786447740979,43.22491008071118,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.975,0.9993,0.0003835540905594826,,,,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9974666666666666,1.0,5.7291619774575036e-05,4.0,79.1840605308045,43.89821863624098,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9737,0.9991,0.00037525598295032976,,,,135072,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99815,1.0,5.013289280468598e-05,3.9,81.84836274486315,44.77200448210817,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9747,0.9992,0.00039380209315568207,,,,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99835,1.0,4.0559263760223985e-05,4.0,83.79639703683331,45.44146679732961,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9736,0.9991,0.0003972539722919464,,,,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9986833333333334,1.0,3.607784261694178e-05,3.9,85.84732769550956,46.06884539874529,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9733,0.9988,0.0004086668336763978,,,,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99905,1.0,3.0822956876363603e-05,3.9,87.59300065738927,46.67150441471931,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.974,0.9987,0.00041677821408957243,,,,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9991166666666667,1.0,3.0581620750793565e-05,3.9,89.23155755570862,47.20994315924495,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9751,0.999,0.00041568962633609774,,,,135072,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9991833333333333,1.0,2.817283044181143e-05,3.9,90.94800134569749,47.91727476169171,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.975,0.9987,0.0004000010484829545,,,,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.999,1.0,2.7306415550022695e-05,3.9,92.48463606129415,48.45099743268878,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9738,0.9994,0.0004154275771230459,,,,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9993333333333333,1.0,2.2473729219442856e-05,3.9,93.76272518730961,49.049499567644695,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9759,0.9994,0.00043151841834187507,,,,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9996,1.0,2.00193331479871e-05,3.9,95.11719306843798,49.53904052158483,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9757,0.9992,0.00041414531422778966,,,,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9996,1.0,1.8134283906935402e-05,4.0,96.32260010316298,50.05989139862361,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.976,0.9991,0.0004028067408129573,,,,135072,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9990333333333333,1.0,2.5117576138776105e-05,3.8,97.71855404601054,50.70722483121975,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9739,0.9992,0.00043833722192794083,,,,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99965,1.0,1.5106548858845296e-05,3.8,98.82111107569496,51.149652992166466,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9766,0.9994,0.0004389652699232101,,,,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998333333333334,1.0,1.3427365231715763e-05,3.9,99.87213917817913,51.652780479606484,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9755,0.9987,0.00042240060418844225,,,,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9997833333333334,1.0,1.2420072300786463e-05,4.2,100.73523842118657,52.091687282363786,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9757,0.9993,0.00043748376332223416,,,,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998,1.0,1.214251304724409e-05,3.9,101.64797057656531,52.538126940179,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9753,0.9988,0.00044047111086547376,,,,135072,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9994333333333333,1.0,1.4509138349482479e-05,3.9,102.62183205081774,53.053512100698825,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9743,0.9991,0.0004654573682695627,,,,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997333333333334,1.0,1.058659296541009e-05,4.0,103.70810790406279,53.520223266646866,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.976,0.9993,0.00045813194699585437,,,,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998333333333334,1.0,9.625591494356438e-06,3.8,104.34877004856939,53.834816213173596,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9749,0.9992,0.0004752180591225624,,,,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9994,1.0,1.4219209643003221e-05,3.9,105.27447300677474,54.30031713614248,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9726,0.9991,0.0004950118506327272,,,,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9995666666666667,1.0,1.3056364633181754e-05,3.9,106.15399392767793,54.77889505659554,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9761,0.9991,0.0004652841869741678,,,,135072,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998333333333334,1.0,8.913241565460339e-06,4.0,106.92293480333267,55.195737399556954,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9755,0.9996,0.00047621362693607805,,,,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997833333333334,1.0,9.039264795622633e-06,3.9,107.68107743995678,55.65993235473229,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9761,0.9992,0.00048355871867388487,,,,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998666666666667,1.0,6.609856084590623e-06,3.9,108.20445610698276,55.96427349194273,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9756,0.9992,0.00046649514716118573,,,,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9997,1.0,8.246053204735897e-06,4.0,108.81994041452171,56.28339660523941,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9751,0.9993,0.0004978617144748568,,,,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9997166666666667,1.0,7.872243903693742e-06,3.9,109.35064307524615,56.64417357013637,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9758,0.999,0.00048582217656075957,,,,135072,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99935,1.0,1.2426255705455939e-05,3.9,109.85403953694784,57.007629231382936,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9743,0.9991,0.0005156286593526602,,,,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9995333333333334,1.0,1.0647847612563055e-05,3.9,110.7112153315218,57.43131988235756,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9745,0.9988,0.0005048463769257069,,,,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998833333333333,1.0,5.6202228896533295e-06,3.9,111.18368065806524,57.63150256667872,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9746,0.9992,0.0005060789437964559,,,,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99975,1.0,6.622474136383971e-06,4.0,111.64902915080339,57.78992470311802,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9756,0.999,0.0005093814436346293,,,,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998833333333333,1.0,5.218535338159806e-06,3.8,112.06052770794439,57.970092908240986,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9758,0.9991,0.0005249437931925059,,,,135072,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,6.7419166220740105e-06,3.9,112.63377314530726,58.29301762477763,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9763,0.9991,0.000504270849749446,,,,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999,1.0,5.2900891239308596e-06,3.9,113.13038861118123,58.57277816456198,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9764,0.999,0.00048471757750958205,,,,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9997166666666667,1.0,7.465619110735133e-06,3.9,113.49155155546057,58.955605805821136,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9748,0.9991,0.0005379183493554592,,,,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9996833333333334,1.0,7.190953384027428e-06,3.9,114.09903251486206,59.31030621446289,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9751,0.9988,0.000532286643050611,,,,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9997833333333334,1.0,7.693744013279987e-06,3.9,114.52625089363877,59.575139190048844,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9739,0.9987,0.0005521408788859844,,,,135072,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,4.920287817609884e-06,3.9,115.09526380132195,59.880699370743265,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9757,0.999,0.0005189628049731255,,,,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997166666666667,1.0,6.7801189218395545e-06,3.8,115.34276708992542,60.11149599990692,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9766,0.9984,0.0005248069440945983,,,,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998,1.0,5.893036472116364e-06,4.0,116.07250635521031,60.407205565359426,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9749,0.9989,0.0005425838302820921,,,,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999,1.0,4.911626608857963e-06,3.9,116.50220138849636,60.636425337775144,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9745,0.9992,0.0005476797260344029,,,,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999333333333333,1.0,4.0075135555525775e-06,3.8,116.82977254535857,60.8130723312231,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9743,0.9991,0.0005656960412859916,,,,135072,10,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998333333333334,1.0,5.414762574946508e-06,4.0,117.25617810054652,61.22720124735457,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9749,0.9989,0.0005694400742650032,,,,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999166666666667,1.0,4.092336403118679e-06,3.9,117.8513051619168,61.42633368622146,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9761,0.9988,0.0005346980398520827,,,,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.99995,1.0,3.0870079145339937e-06,3.9,118.18778517489034,61.57856959242771,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9746,0.999,0.0005406544425524771,,,,135072,11,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
