Unnamed: 0,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
4,train,2,0.37948,0.85276,0.0071154236364364,4.9,11.763755653302647,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.369,0.8525,0.007151708471775,,,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38042,0.85274,0.0071189133715629,5.2,11.747504812496263,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3702,0.8501,0.0071520948290824,,,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38054,0.85288,0.0071203445076942,4.9,11.73129122814381,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3699,0.8511,0.0071499027967453,,,2,7,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38036,0.8524,0.0071123441815376,5.2,11.828691564803297,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3732,0.8507,0.0071446664690971,,,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38134,0.85446,0.007105070874691,5.1,11.90919620025079,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3748,0.8531,0.0071360620617866,,,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38352,0.85268,0.0071018150305747,5.1,11.98359535876129,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3732,0.8532,0.0071329506158828,,,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.37978,0.85206,0.0071026956295967,5.1,12.05523559899116,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3699,0.8562,0.0071284376621246,,,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38074,0.8528,0.0070969566655159,5.1,12.122780670761436,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3743,0.8524,0.0071198430418968,,,0,8,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38136,0.8528,0.0070979097104072,5.4,12.105588892005072,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3735,0.8542,0.0071220960378646,,,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38108,0.85264,0.0070983631038665,5.2,12.088438848444891,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3747,0.8528,0.0071225738167762,,,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38128,0.85288,0.007097232131958,5.1,12.071340201430228,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3721,0.8526,0.007123648750782,,,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38162,0.85256,0.007099613187313,5.0,12.054288887197746,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3739,0.8512,0.0071204830765724,,,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38108,0.853,0.0070995151472091,5.1,12.037277563803617,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3715,0.853,0.0071281234264373,,,1,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38174,0.85248,0.0070998035120964,5.6,12.02030648264602,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3749,0.8522,0.0071292665243148,,,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38304,0.8526,0.0071003434109687,5.3,12.003382953088554,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3751,0.8526,0.0071223730802536,,,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38078,0.85306,0.0071009456562995,4.9,11.986503959800622,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3745,0.853,0.0071232276558876,,,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38112,0.85294,0.0071032093524932,4.9,11.969667935110806,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3737,0.8519,0.0071259534597396,,,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3807,0.8529,0.0071020076036453,5.2,11.95287504630059,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3719,0.8521,0.0071268449425697,,,2,8,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38136,0.85298,0.0070949517607688,5.3,12.047296455201938,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3722,0.8527,0.0071337615847587,,,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38074,0.85394,0.0070910754966735,5.2,12.123570861718784,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3731,0.8525,0.0071295017600059,,,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38174,0.85436,0.0070905692076683,5.1,12.194746774548811,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3761,0.8543,0.0071330504059791,,,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38262,0.85484,0.0070827197432518,5.2,12.264250207960869,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3754,0.8547,0.007119724535942,,,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38384,0.85508,0.0070764869642257,5.1,12.332004192607144,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3742,0.8559,0.0071063013195991,,,0,9,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38418,0.8555,0.0070750303936004,5.2,12.314282582415224,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3763,0.855,0.007104880964756,,,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.3831,0.855,0.0070768643307685,5.3,12.296601014319023,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3784,0.8571,0.0071033974051475,,,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38398,0.8545,0.0070774891948699,5.1,12.278964197530264,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3757,0.8579,0.0071089332461357,,,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38252,0.85554,0.0070797615432739,5.1,12.261368770654848,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3771,0.8559,0.0071056734323501,,,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38314,0.8552,0.0070805203580856,5.0,12.243824506016548,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3759,0.8549,0.0071084122300148,,,1,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38364,0.85494,0.0070794905424118,5.2,12.22632489874797,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3763,0.856,0.0071122319459915,,,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.3825,0.85414,0.007081337878704,5.4,12.208870688722538,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3736,0.8541,0.0071132769584655,,,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.3829,0.85518,0.0070809968614578,5.0,12.191456284537155,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3751,0.8556,0.0071189173340797,,,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38334,0.85474,0.0070828682851791,5.1,12.174091099897325,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3763,0.856,0.007111991238594,,,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3835,0.85482,0.0070840673542022,5.1,12.156774841632297,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3778,0.8552,0.0071125132560729,,,2,9,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.3838,0.85274,0.007082539114952,5.2,12.248492771950628,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3805,0.8532,0.0071137650012969,,,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38346,0.85374,0.0070720023584365,5.1,12.326865040158706,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3792,0.8533,0.007108339202404,,,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38374,0.85524,0.007073411347866,5.1,12.397617558133952,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3772,0.8534,0.0071102650523185,,,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38476,0.85592,0.0070621494531631,5.3,12.462483970119882,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3785,0.8551,0.00710491065979,,,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3852,0.85548,0.0070629242873191,5.4,12.525679972263733,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3736,0.8554,0.0070946547150611,,,0,10,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38436,0.85518,0.0070630253362655,5.1,12.507455483315692,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3764,0.857,0.0070955978155136,,,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38588,0.8561,0.00706223218441,5.0,12.48928133774506,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3741,0.8545,0.0070947618246078,,,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38524,0.85568,0.0070662376570701,5.0,12.471153068029166,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3742,0.8551,0.0070946601271629,,,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38468,0.85552,0.0070653604412078,5.2,12.453072874260926,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3784,0.8549,0.0070949514150619,,,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38428,0.85598,0.0070649775934219,5.3,12.43503378908866,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3743,0.8561,0.0070955874085426,,,1,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.3849,0.85644,0.0070669172573089,5.0,12.417040417069444,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3737,0.8543,0.0070974924325942,,,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38422,0.85568,0.0070664450764656,5.0,12.39909536163301,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3752,0.8554,0.0070983981013298,,,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38446,0.85616,0.0070677493119239,5.3,12.381198395148145,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3754,0.8568,0.0071006018280982,,,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38444,0.85594,0.0070679733872413,5.3,12.363343837027571,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3747,0.8549,0.0070995267271995,,,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38444,0.85632,0.0070703718805313,5.0,12.34553880267362,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3756,0.8555,0.007102788567543,,,2,10,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38336,0.8555,0.0070660521507263,5.1,12.435355670029065,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3747,0.8535,0.0071154374718666,,,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38564,0.85572,0.0070617772912979,5.4,12.508800099639236,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3802,0.8541,0.0071026112556457,,,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38538,0.8564,0.0070542280817031,5.1,12.577696969007109,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3789,0.8573,0.0070887661218643,,,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.3835,0.85628,0.007057292971611,5.1,12.647622584579018,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3761,0.8544,0.0071014056444168,,,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3858,0.85568,0.0070546480226516,5.1,12.70808241275007,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3793,0.8544,0.00709841350317,,,0,11,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38638,0.85572,0.0070548005867004,5.2,12.689396369236512,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3802,0.8551,0.0070981321573257,,,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.386,0.8555,0.007055931584835,5.2,12.670758296543935,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3779,0.8551,0.0071004621505737,,,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.3861,0.85506,0.0070563804888725,5.3,12.652168623101662,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3758,0.856,0.0070983540058135,,,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38572,0.85468,0.0070579838323593,5.4,12.633625427148212,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3801,0.8552,0.0070998196005821,,,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38592,0.8558,0.0070609541249275,5.1,12.6151312981546,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3803,0.8566,0.0071021982908248,,,1,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.3862,0.85602,0.0070596778512001,5.2,12.59668084327165,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3803,0.8556,0.0071040692210197,,,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
