Unnamed: 0,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
5,test,2,0.978,0.9997,0.000368933857046,,0,4,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9989333333333332,1.0,1.5909202360489872e-05,4.2,0,4,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9791,0.9995,0.0003555221042595,,0,4,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9998166666666668,1.0,6.632085590293476e-06,4.2,0,4,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9801,0.9996,0.0003502103565726,,0,4,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9997,1.0,7.457783526479034e-06,4.1,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9788,0.9997,0.0003545621892903,,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9996833333333334,1.0,7.462701366603141e-06,4.2,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.979,0.9997,0.0003544379967264,,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9997166666666668,1.0,7.768636862601852e-06,4.1,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9799,0.9997,0.0003559911777265,,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.99975,1.0,7.515136844934507e-06,4.0,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9791,0.9997,0.00035304666101,,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9996333333333334,1.0,8.172660787871185e-06,4.0,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9804,0.9995,0.0003579554559662,,1,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9997166666666668,1.0,7.993222447112203e-06,4.0,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9802,0.9997,0.0003473844718188,,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9997833333333334,1.0,7.629276418932325e-06,4.1,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9802,0.9995,0.0003408703537657,,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9996333333333334,1.0,8.213655367823472e-06,4.2,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9803,0.9995,0.0003609668750315,,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9997166666666668,1.0,8.250422715840007e-06,4.2,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9791,0.9997,0.0003562055699061,,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9997166666666668,1.0,8.590146969072521e-06,4.3,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9797,0.9996,0.0003394168615341,,2,4,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9996666666666668,1.0,9.045311972537698e-06,4.2,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.98,0.9996,0.0003370306087657,,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9997333333333334,1.0,8.95339590012251e-06,4.1,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9781,0.9998,0.0003718763187527,,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9997666666666668,1.0,7.1766774160399415e-06,4.2,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9784,0.9993,0.0003870301566086,,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9998166666666668,1.0,5.445836335032557e-06,4.1,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.981,0.9998,0.0003503930922597,,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9999333333333332,1.0,3.499954309033152e-06,4.1,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9816,0.9997,0.0003576903024688,,0,5,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9999166666666668,1.0,3.667736418962401e-06,4.2,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9795,0.9996,0.0003581781895831,,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9999166666666668,1.0,3.706682126357919e-06,4.2,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9815,0.9997,0.000336788900569,,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9999333333333332,1.0,3.796971645836796e-06,4.1,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9802,0.9996,0.0003352719806134,,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9998666666666668,1.0,4.377029829629464e-06,4.1,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9803,0.9995,0.0003395008697174,,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9999333333333332,1.0,3.763453479890207e-06,4.1,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9802,0.9994,0.0003575642093084,,1,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9999333333333332,1.0,3.918771152408832e-06,4.1,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.981,0.9998,0.0003389213390648,,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9999333333333332,1.0,3.721018906556613e-06,4.1,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9806,0.9997,0.0003263515669852,,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9999333333333332,1.0,3.924280612409348e-06,4.1,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9801,0.9996,0.0003294071913696,,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9999333333333332,1.0,3.909218225696047e-06,4.1,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9808,0.9997,0.000322369344905,,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9999666666666668,1.0,4.024335850893598e-06,4.1,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.981,0.9997,0.0003266177654266,,2,5,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9993,1.0,1.2875484103763786e-05,4.2,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9782,0.9995,0.0003881708247587,,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.99985,1.0,5.149433496020113e-06,4.1,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9785,0.9993,0.0003660523410886,,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9997,1.0,6.519026130020696e-06,4.1,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9788,0.9996,0.0003699229461839,,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9999166666666668,1.0,3.394572747007866e-06,4.1,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9799,0.9995,0.0003380992969963,,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9993,1.0,9.74237658350224e-06,4.3,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9802,0.9995,0.0003831768341828,,0,6,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9994666666666666,1.0,1.006564048390525e-05,4.1,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9792,0.9994,0.0003978413237258,,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9993333333333332,1.0,1.01521724582805e-05,4.2,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9798,0.9996,0.0003721533127129,,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9993833333333332,1.0,9.94077416229023e-06,4.0,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.979,0.9994,0.0003834481708705,,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9994333333333332,1.0,9.202919585853428e-06,4.1,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9791,0.9994,0.0003832557518966,,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.99945,1.0,9.708071205871722e-06,4.1,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9795,0.9996,0.0003743671517819,,1,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.99935,1.0,9.70595095156265e-06,4.0,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9795,0.9995,0.0003642969525419,,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9993,1.0,1.0756669269661263e-05,4.1,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9787,0.9995,0.0003729512099176,,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9994166666666666,1.0,9.977766230440468e-06,4.2,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9793,0.9995,0.0003681726168841,,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.99945,1.0,1.0216949376141808e-05,4.1,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9793,0.9994,0.0003703165155835,,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9993833333333332,1.0,1.105859842452143e-05,4.1,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9796,0.9996,0.0003677550105378,,2,6,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9999333333333332,1.0,3.733376782717338e-06,4.1,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9789,0.9997,0.0003683138504624,,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9998333333333334,1.0,3.996950190776261e-06,4.2,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9794,0.9997,0.0003467241973616,,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9998666666666668,1.0,4.225802404835122e-06,4.0,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9798,0.9998,0.0003821731233969,,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9995333333333334,1.0,8.726296202318433e-06,4.1,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9794,0.9996,0.0003722386322915,,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.99985,1.0,3.725615070652566e-06,4.1,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9798,0.9998,0.0003684883511625,,0,7,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9998666666666668,1.0,3.7598532287423354e-06,4.0,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9806,0.9999,0.0003632639531046,,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9998333333333334,1.0,4.285986247487017e-06,4.1,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9797,0.9999,0.0003638465295545,,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9999,1.0,3.723695044027409e-06,4.1,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9803,0.9998,0.0003592242227867,,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9998666666666668,1.0,4.0090229883693005e-06,4.2,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9803,0.9997,0.0003600263098254,,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9997833333333334,1.0,4.287515322721447e-06,4.1,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9815,0.9998,0.0003536783627234,,1,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.99985,1.0,4.10616818141231e-06,4.0,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9805,0.9997,0.0003565897406078,,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.99985,1.0,4.15534592733214e-06,4.0,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.98,0.9996,0.0003674192463047,,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9998666666666668,1.0,4.25692453609372e-06,4.1,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.981,0.9998,0.000342920694407,,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9998,1.0,4.595248481928138e-06,4.0,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.981,0.9995,0.0003506647708825,,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9998333333333334,1.0,4.437444166615023e-06,4.0,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.981,0.9998,0.0003462159741669,,2,7,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9997833333333334,1.0,4.742243296035061e-06,4.1,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9798,0.9997,0.0003631099452264,,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9997333333333334,1.0,4.314691866602516e-06,3.9,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
3,test,1,0.981,0.9998,0.0003593862881883,,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9997833333333334,1.0,4.709294166847636e-06,4.1,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9797,0.9998,0.0003844884397462,,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
6,train,3,0.99985,1.0,3.608667001147599e-06,4.2,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9791,0.9998,0.0003672437641769,,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9993166666666666,1.0,1.0392325857295269e-05,4.0,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
9,test,4,0.977,0.9998,0.0004101829078048,,0,8,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9990666666666668,1.0,1.1165018166260174e-05,4.0,1,8,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9776,0.9999,0.00040693290513,,1,8,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9992333333333332,1.0,1.1869267973209692e-05,4.1,1,8,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_rounds20_epochs_5,5,MLP,layerwise,MLP_layerwise
