,type,epoch,top1,top5,loss,time,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
4,train,2,0.9708,0.99982,0.0004199306465685368,13.1,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
5,test,2,0.506,0.9206,0.011136629223823547,,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
6,train,3,0.9784,0.99984,0.0003470901584625244,13.2,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
7,test,3,0.5098,0.9164,0.011162079858779907,,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
8,train,4,0.98642,0.99996,0.00025703273132443425,13.2,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
9,test,4,0.5116,0.9184,0.011085421133041382,,2104832,11,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
0,train,0,0.9749,0.99994,0.00036904285922646524,13.5,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
1,test,0,0.5077,0.9197,0.011494968652725219,,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
2,train,1,0.97718,0.99986,0.00034840213656425474,13.2,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
3,test,1,0.5157,0.9199,0.011465337347984314,,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
4,train,2,0.98484,0.99994,0.0002709848541766405,13.2,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
5,test,2,0.5139,0.9228,0.011332690167427063,,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
6,train,3,0.96788,0.99986,0.00043852147474884986,13.2,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
7,test,3,0.5053,0.9166,0.011814837050437928,,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
8,train,4,0.97928,0.99994,0.000333916093185544,13.4,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
9,test,4,0.5143,0.921,0.011597296595573426,,2104832,12,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
0,train,0,0.9691,0.99996,0.0004253827776759863,13.4,2104832,13,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
1,test,0,0.503,0.9167,0.0120232262134552,,2104832,13,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,5,MLP,backprop,MLP_backprop
