,type,epoch,top1,top5,loss,time,grad_norm,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
3,test,1,0.9719,0.9996,0.0003686033070087433,,,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9968666666666667,1.0,7.101042785992226e-05,6.7,0.09928236704767612,41.13084432788505,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9734,0.9994,0.000358751136623323,,,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9968333333333333,1.0,7.142768924434979e-05,6.7,67.49744145898259,41.037152202341574,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9731,0.9993,0.0003574423871934414,,,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9968666666666667,1.0,7.231438873180499e-05,6.6,68.0807224716285,40.94369231276236,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
3,test,1,0.975,0.9994,0.00035021318905055526,,,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9965833333333334,1.0,7.356391463739177e-05,6.6,70.23099111415334,40.85046665399453,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9737,0.9994,0.0003572415687143803,,,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9969,1.0,7.268796348168204e-05,6.7,26.077484616296704,40.757482698980745,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9741,0.9994,0.0003586305107921362,,,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
2,train,1,0.99675,1.0,7.424929047313829e-05,6.7,26.137228727105025,40.66471305977554,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9751,0.9995,0.00035232884995639325,,,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9967166666666667,1.0,7.479498383278648e-05,6.5,26.72259580263783,40.572204756175225,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.973,0.9996,0.00035505294594913723,,,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9969333333333333,1.0,6.457636080061395e-05,6.7,0.1808453718776023,41.54819475274274,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9739,0.9994,0.0003588390823453665,,,,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
2,train,1,0.99795,1.0,5.42371340872099e-05,6.7,0.104284254639393,42.35980377735868,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9738,0.9995,0.0003496045699343085,,,,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9985666666666667,1.0,4.6568860804351666e-05,6.5,0.13469232462526992,43.11290814469407,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9736,0.9996,0.00036827982254326343,,,,0,4,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9984,1.0,4.7998752875719216e-05,6.6,75.57228623016947,43.014212198174434,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9744,0.9995,0.0003592965066432953,,,,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9985333333333334,1.0,4.758107773571586e-05,6.5,82.81308622711047,42.91577958525828,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9748,0.9996,0.00036044955477118493,,,,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.99855,1.0,4.818514926203837e-05,7.8,90.78653749605452,42.817584968284834,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9744,0.9993,0.00036597400587052106,,,,1,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
0,train,0,0.99845,1.0,4.866246416543921e-05,7.4,28.948196083590183,42.71962899286432,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9747,0.9995,0.0003630880959331989,,,,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9982666666666666,1.0,4.9630380158002175e-05,8.1,31.668700253508792,42.6219395772714,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9751,0.9994,0.0003536576498299837,,,,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
4,train,2,0.99865,1.0,4.95375966730838e-05,7.3,35.03744450110708,42.52447633755587,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9733,0.9995,0.0003626147801056504,,,,2,4,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,3,MLP,layerwise,MLP_layerwise
