,Unnamed: 0,type,epoch,top1,top5,loss,time,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
120,0,train,0,0.4721,0.8737666666666667,0.0064793395419915,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
121,1,test,0,0.4783,0.88,0.0064107035040855,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
122,2,train,1,0.4730666666666667,0.8735,0.006477262610197,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
123,3,test,1,0.4821,0.8795,0.006403443968296,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
124,4,train,2,0.4706166666666667,0.8781833333333333,0.0064761171062787,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
125,5,test,2,0.4792,0.8833,0.0064023920774459,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
126,6,train,3,0.4722333333333333,0.8755,0.0064679876248041,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
127,7,test,3,0.4806,0.8827,0.0063948860645294,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
128,8,train,4,0.4759666666666666,0.8728166666666667,0.0064695096532503,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
129,9,test,4,0.4837,0.8786,0.0063952288866043,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
130,10,train,5,0.4747166666666667,0.8726833333333334,0.0064648477991422,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
131,11,test,5,0.4825,0.8785,0.0063930518269538,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
132,12,train,6,0.4748166666666666,0.8749333333333333,0.0064640243987242,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
133,13,test,6,0.4832,0.8813,0.0063885649681091,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
134,14,train,7,0.4737833333333333,0.8746166666666667,0.0064619834125041,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
135,15,test,7,0.4818,0.8819,0.0063880375385284,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
136,16,train,8,0.4750166666666666,0.8757166666666667,0.0064643744091192,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
137,17,test,8,0.4809,0.8798,0.0063901281833648,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
138,18,train,9,0.47615,0.8755166666666667,0.0064504147708415,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
139,19,test,9,0.4833,0.8803,0.0063753106236457,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
140,20,train,10,0.4744166666666666,0.8771,0.0064495225866635,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
141,21,test,10,0.4831,0.8825,0.0063760612368583,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
142,22,train,11,0.4759166666666666,0.8752166666666666,0.0064480748454729,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
143,23,test,11,0.4821,0.8807,0.0063712230324745,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
144,24,train,12,0.4764,0.8758833333333333,0.0064461713631947,4.5,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
145,25,test,12,0.4821,0.8815,0.0063679463386535,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
146,26,train,13,0.4757,0.8778833333333333,0.0064412906249364,4.2,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
147,27,test,13,0.4848,0.8818,0.0063639679908752,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
148,28,train,14,0.4756833333333333,0.8798166666666667,0.0064423490305741,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
149,29,test,14,0.4848,0.8841,0.0063619072914123,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
150,30,train,15,0.4762833333333333,0.8781333333333333,0.0064422296961148,3.9,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
151,31,test,15,0.4838,0.8829,0.0063636239767074,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
152,32,train,16,0.4740666666666667,0.8797833333333334,0.00643794413805,4.2,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
153,33,test,16,0.4843,0.8838,0.0063619083881378,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
154,34,train,17,0.4758166666666666,0.8781833333333333,0.0064336284001668,4.2,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
155,35,test,17,0.4834,0.8827,0.0063564863801002,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
156,36,train,18,0.4774,0.8766666666666667,0.0064305507481098,4.0,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
157,37,test,18,0.4858,0.8805,0.0063534906744956,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
158,38,train,19,0.47695,0.8777166666666667,0.0064314314921696,4.1,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
159,39,test,19,0.486,0.8817,0.0063562982439994,,4802,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
160,0,train,0,0.4771,0.8781666666666667,0.0064255564908186,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
161,1,test,0,0.4867,0.8827,0.0063478196620941,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
162,2,train,1,0.4777666666666667,0.8780166666666667,0.0064243565599123,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
163,3,test,1,0.4869,0.8811,0.0063464768886566,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
164,4,train,2,0.4777666666666667,0.8783833333333333,0.0064289953331152,4.0,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
165,5,test,2,0.4877,0.8829,0.0063501684308052,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
166,6,train,3,0.4785666666666666,0.8761833333333333,0.0064224300781885,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
167,7,test,3,0.4881,0.8806,0.0063485127925872,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
168,8,train,4,0.4785833333333333,0.8766,0.0064252882460753,4.0,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
169,9,test,4,0.4842,0.8815,0.0063520121455192,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
170,10,train,5,0.47785,0.87575,0.0064216418087482,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
171,11,test,5,0.4875,0.8814,0.0063444284915924,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
172,12,train,6,0.4782166666666667,0.8769,0.0064182982643445,4.2,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
173,13,test,6,0.4894,0.8817,0.0063437950372695,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
174,14,train,7,0.4788833333333333,0.8768166666666667,0.0064159542103608,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
175,15,test,7,0.4857,0.8807,0.0063425151824951,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
176,16,train,8,0.47915,0.8781666666666667,0.0064155560314655,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
177,17,test,8,0.4879,0.8816,0.0063424896121025,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
178,18,train,9,0.4785,0.8773,0.0064130899071693,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
179,19,test,9,0.4869,0.8812,0.0063400143980979,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
180,20,train,10,0.4786666666666667,0.878,0.0064095402757326,4.2,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
181,21,test,10,0.4869,0.882,0.0063363355517387,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
182,22,train,11,0.47705,0.87925,0.0064101946651935,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
183,23,test,11,0.487,0.8834,0.0063400236606597,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
184,24,train,12,0.4790333333333333,0.8773333333333333,0.0064062969923019,4.3,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
185,25,test,12,0.4867,0.8818,0.00633284856081,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
186,26,train,13,0.4773,0.87845,0.0064093780318895,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
187,27,test,13,0.4866,0.8823,0.0063374909043312,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
188,28,train,14,0.4784833333333333,0.8777166666666667,0.006404963072141,4.1,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
189,29,test,14,0.4884,0.8816,0.0063293654441833,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
190,30,train,15,0.4786333333333333,0.87875,0.006404065277179,4.2,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
191,31,test,15,0.4861,0.8827,0.0063319615721702,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
192,32,train,16,0.4787666666666667,0.8787,0.0064024147411187,3.9,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
193,33,test,16,0.488,0.8834,0.0063295416951179,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
194,34,train,17,0.4811166666666667,0.8768,0.0064052680532137,4.0,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
195,35,test,17,0.4893,0.8809,0.0063315250396728,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
196,36,train,18,0.4772,0.8796666666666667,0.0064023962120215,3.9,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
197,37,test,18,0.4887,0.8852,0.0063316491007804,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
198,38,train,19,0.4800833333333333,0.8786166666666667,0.0064029426435629,4.0,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
199,39,test,19,0.4887,0.8824,0.0063322211384773,,4802,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,backprop,CNN_backprop
