,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
0,train,0,0.38408,0.85584,0.007081440117359161,4.9,13.0160025006974,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3793,0.855,0.007113893187046051,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38404,0.85578,0.007080722713470459,5.0,12.996543038612392,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3796,0.855,0.007113620245456696,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38376,0.8558,0.007083108072280884,5.1,12.977130165066312,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3787,0.8535,0.007116492223739624,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38336,0.85604,0.007084038901329041,5.2,12.957761366499646,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3812,0.8534,0.007116730153560638,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.38376,0.85614,0.007086574583053589,5.1,12.9384487052305,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3779,0.8535,0.00712037011384964,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.38336,0.8565,0.007086537613868713,5.2,12.919188470608612,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3801,0.8557,0.007120858800411224,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.38456,0.8562,0.0070906569480896,5.1,12.89997005835625,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3788,0.8547,0.00712012243270874,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.384,0.85654,0.007092475748062134,5.1,12.88079425206483,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3798,0.8548,0.0071211705803871156,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.38308,0.85634,0.0070924130868911745,5.2,12.861676837136786,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3794,0.8535,0.007125317025184631,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38428,0.85564,0.007094142243862152,5.4,12.842606162647396,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3782,0.854,0.007124324584007263,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38398,0.8565,0.007095540311336517,5.0,12.823580432969532,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3782,0.8534,0.00712665650844574,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.38332,0.85632,0.007097317402362823,5.0,12.804600530698348,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3784,0.854,0.007130399930477142,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.3839,0.85638,0.007098875279426575,5.2,12.785674688521045,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3791,0.8532,0.007127812767028808,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38366,0.8564,0.007101216876506805,5.3,12.766792939182901,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3797,0.8558,0.007129419589042663,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.38322,0.85594,0.007104835805892945,5.0,12.747958364259366,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3775,0.8544,0.007133564424514771,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.38332,0.85638,0.007104448461532593,5.4,12.72917215720849,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3782,0.8531,0.0071372267007827755,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.3832,0.8567,0.007107563018798828,5.4,12.710433272962844,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3777,0.8538,0.007136685717105865,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.38232,0.85636,0.007110566418170929,5.0,12.691744151815575,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3778,0.8512,0.007141799974441528,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.38398,0.85578,0.007110703239440918,5.1,12.673100681712357,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3777,0.8551,0.007145080888271332,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.38374,0.85638,0.007113144819736481,5.3,12.65450419863885,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3775,0.8549,0.007143874073028565,,,2,2,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.38078,0.8553,0.007085607745647431,5.3,12.807823271048267,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3782,0.8521,0.007123137784004211,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38048,0.85326,0.007082631111145019,5.2,12.919939491257894,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3775,0.8486,0.007125410509109497,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38332,0.85354,0.007074214549064636,5.1,13.013817096892385,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.38,0.8505,0.007114762687683105,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38356,0.85422,0.007065702540874482,5.4,13.0939695865509,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3808,0.8536,0.0071067892909049985,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.3854,0.85402,0.007063710789680481,5.8,13.17218121405991,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3812,0.8511,0.007101646721363068,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.38346,0.85542,0.0070629818964004516,5.4,13.244667793632852,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3761,0.8547,0.007101274013519287,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.38236,0.8556,0.007057826497554779,5.1,13.315498457567674,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3783,0.854,0.007099564790725708,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.38532,0.85562,0.007058163242340088,5.2,13.37833293096769,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.379,0.8528,0.007096278917789459,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.38614,0.8563,0.007050487596988678,5.1,13.442399478574703,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3807,0.8512,0.007098525989055634,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38244,0.85644,0.007062968513965606,5.2,13.503369547442782,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3816,0.8504,0.007110965311527252,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38518,0.856,0.007043819324970245,5.3,13.564353505029752,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3768,0.8533,0.007083890509605408,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.38648,0.85568,0.007041897389888764,5.4,13.625258202694457,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3808,0.8549,0.00709035495519638,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38432,0.8556,0.007049393327236176,5.2,13.676948085772828,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3805,0.8533,0.007092927134037018,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38534,0.85634,0.007038940844535828,5.3,13.732917393424422,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3814,0.8548,0.007079207682609558,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.3887,0.85588,0.007031539719104767,5.1,13.787239419707431,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3853,0.8529,0.007074333560466766,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.38614,0.85648,0.007029418790340423,5.2,13.839809845283396,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.383,0.8544,0.007075112497806549,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.38716,0.85554,0.007033838028907776,5.2,13.894652318101738,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3804,0.8548,0.007079563820362091,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.3869,0.85674,0.007025888319015503,5.2,13.944371804504145,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3818,0.854,0.007072369110584259,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.3878,0.85802,0.007022406466007233,5.1,13.999295030902484,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3831,0.8544,0.007063361895084381,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.38924,0.85736,0.007019992871284485,5.1,14.050400797836682,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3832,0.8539,0.007066808271408081,,,0,3,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.38772,0.85766,0.007018969209194184,5.2,14.028379218046844,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3845,0.8546,0.00706290899515152,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38902,0.8575,0.007018561952114105,5.0,14.006416848441283,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3829,0.8527,0.007063848638534546,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38934,0.85768,0.007019713513851166,4.9,13.984506236111505,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3837,0.8552,0.0070645348906517025,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38898,0.8575,0.0070207810068130495,5.2,13.962658894918786,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3834,0.8545,0.007066086506843567,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.38826,0.85772,0.007021137962341308,4.9,13.940862398344116,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3846,0.8537,0.0070655480980873105,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.38854,0.85726,0.007022034690380097,4.8,13.919116400237002,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3827,0.8544,0.007063327467441559,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.38862,0.85714,0.007022188930511475,4.9,13.897420595202874,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3826,0.8546,0.007068205654621124,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.38862,0.85808,0.007022020387649536,5.3,13.875766023594506,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3831,0.8554,0.0070656388759613034,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.38782,0.85808,0.007021051094532013,5.0,13.854177687532978,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3825,0.8545,0.007066861271858215,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38884,0.85706,0.007023410151004791,5.2,13.832657245806738,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3809,0.8545,0.00706887058019638,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38808,0.85778,0.007026583642959595,5.0,13.811179223724439,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3831,0.8536,0.007071840465068817,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.38846,0.857,0.007028288235664368,5.0,13.789742321292007,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3822,0.8538,0.0070689744472503665,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38836,0.85848,0.00702774817943573,5.3,13.768358134207677,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3831,0.8545,0.007069322717189789,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38796,0.8576,0.0070296313595771785,5.3,13.747030065258173,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3828,0.8565,0.0070680436611175535,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.38874,0.8577,0.00702916478395462,4.9,13.725762105454868,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3844,0.8541,0.0070744238734245304,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.3875,0.85852,0.007030308804512024,5.7,13.704546415988325,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3813,0.8558,0.007068869042396546,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.38902,0.8576,0.007031827268600464,5.0,13.683382167435871,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3837,0.8552,0.007073776721954346,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.38824,0.85682,0.007034323232173919,5.1,13.662263256795104,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3831,0.8557,0.007070565104484558,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.389,0.85816,0.007033138666152954,5.2,13.641189772865783,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3831,0.855,0.007075159418582916,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
