,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
36,train,18,0.38868,0.85952,0.007010219104290009,5.4,14.115997767261288,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3851,0.8564,0.00706365886926651,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.38888,0.85934,0.007010656728744507,5.4,14.093824415652746,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3835,0.8558,0.00706379029750824,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.38934,0.85864,0.007012616384029388,5.4,14.071709843449351,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3824,0.858,0.007063216960430145,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38958,0.8592,0.007014735968112946,5.1,14.049645689673183,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3836,0.8578,0.007061885917186737,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38994,0.86016,0.007017082219123841,5.4,14.027628589909853,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3842,0.8578,0.007068176579475403,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.3887,0.86,0.007016072056293487,5.5,14.005669762064787,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3832,0.8584,0.007067245650291443,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.38942,0.85944,0.007019454913139343,5.2,13.983766661178562,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3817,0.8561,0.007069652140140534,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.3895,0.86012,0.007021136357784271,5.3,13.961907543602571,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3831,0.8572,0.007072319006919861,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.3894,0.86,0.007023547201156616,5.0,13.94011354120221,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3841,0.8587,0.0070743820428848265,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.38882,0.85944,0.007026008260250092,5.0,13.918376536526319,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3839,0.859,0.007071521413326264,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.38958,0.86004,0.007027198073863983,5.0,13.896680118404488,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3836,0.8574,0.007076887595653534,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38858,0.86054,0.007029049012660981,5.2,13.875030480982668,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3831,0.8574,0.007076279723644257,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38824,0.8594,0.007031085658073425,5.0,13.853446211435344,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3838,0.8585,0.007080083227157593,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.38914,0.85928,0.007031361563205719,5.2,13.831917566694944,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3829,0.8584,0.007085337364673615,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38858,0.86052,0.007033961024284363,6.0,13.81044047897759,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3843,0.8567,0.007079363203048706,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38854,0.86014,0.007037248005867004,5.2,13.789010566207557,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3848,0.8574,0.007086733663082123,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.38904,0.85948,0.007038656008243561,5.0,13.767633503235206,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3842,0.8576,0.0070919703125953675,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.38916,0.86014,0.007039956927299499,5.0,13.746306644124104,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.384,0.8573,0.0070875679016113285,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.38778,0.8596,0.007044004054069519,5.3,13.725032127081004,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.384,0.8582,0.007091019666194916,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.38802,0.86006,0.007044281613826752,5.0,13.703819322946421,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3837,0.8569,0.007091021430492401,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.38814,0.86016,0.00704799188375473,5.2,13.682656675472051,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3841,0.8575,0.007094912934303283,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.3886,0.86006,0.007050469453334808,5.3,13.66153929749412,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3843,0.8571,0.007094318783283234,,,2,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
