,type,epoch,top1,top5,loss,time,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
31,test,15,0.9802,0.9998,0.0004470765429548919,,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
32,train,16,1.0,1.0,7.322072929734228e-07,4.0,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
33,test,16,0.9805,0.9998,0.00045361065990291537,,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
34,train,17,0.9999833333333333,1.0,7.325876629996249e-07,4.0,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
35,test,17,0.9811,0.9997,0.0004331322932615876,,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
36,train,18,0.9998666666666667,1.0,2.8388387554514337e-06,4.0,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
37,test,18,0.9771,0.9999,0.00048124816701747476,,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
38,train,19,0.9996833333333334,1.0,6.768770545871424e-06,4.0,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
39,test,19,0.9794,1.0,0.00045794225614517926,,928800,2,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
0,train,0,0.9999,1.0,3.2347578828800277e-06,4.0,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
1,test,0,0.9776,0.9999,0.00048279382139444353,,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
2,train,1,0.9999666666666667,1.0,1.2556462903679252e-06,4.0,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
3,test,1,0.9805,0.9999,0.0004464116530492902,,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
4,train,2,0.9997166666666667,1.0,3.7295745401934253e-06,3.9,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
5,test,2,0.9784,0.9998,0.00047712684273719787,,928800,3,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,20,MLP,backprop,MLP_backprop
