,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
9,test,4,0.4323,0.86,0.006818049347400665,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.42768333333333336,0.8554666666666667,0.006901499666770299,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.432,0.8591,0.006819312584400177,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.42785,0.8554333333333334,0.006901828835407893,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4314,0.8598,0.006821460211277008,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.42768333333333336,0.8556833333333334,0.006902932192881902,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4318,0.8598,0.006822357630729675,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.4277,0.8557833333333333,0.0069043499012788135,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4315,0.8599,0.006824925661087036,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.4274833333333333,0.8559833333333333,0.006905547259251276,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4318,0.8604,0.006826705002784729,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.4275833333333333,0.8560166666666666,0.006906961208581925,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4314,0.8597,0.006828283262252807,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.42775,0.85595,0.006908542639017105,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4318,0.8606,0.0068291836738586425,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.4275333333333333,0.8559166666666667,0.0069100069304307305,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4327,0.8603,0.006831124365329742,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.4276,0.8560166666666666,0.006910974381367366,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4317,0.8605,0.006833294296264648,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.42766666666666664,0.85595,0.006912818717956543,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4321,0.8605,0.006836339342594147,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.4316333333333333,0.8577666666666667,0.006857748399178187,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4374,0.862,0.006772705078125,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.4327666666666667,0.85955,0.006822045713663101,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4396,0.864,0.0067302492499351505,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.4339,0.8626666666666667,0.006791552911202113,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4411,0.8683,0.006701869809627533,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.43946666666666667,0.86365,0.0067624699751536056,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4457,0.8682,0.006666580462455749,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.4421333333333333,0.8648833333333333,0.006737272655963898,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4467,0.8711,0.006643450593948364,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.44176666666666664,0.8651,0.006737799223264058,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4473,0.8708,0.006644132649898529,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.44201666666666667,0.86495,0.006738447088003158,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4473,0.8708,0.006645338642597198,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.44226666666666664,0.8652333333333333,0.0067391144673029585,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4459,0.8709,0.00664678783416748,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.4417833333333333,0.86525,0.0067399151941140495,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4471,0.8707,0.006647849190235138,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.44155,0.8651,0.00674098038872083,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4474,0.8706,0.006648952114582061,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.44176666666666664,0.8653166666666666,0.006742391145229339,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.447,0.8702,0.006651228165626526,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.44161666666666666,0.8650833333333333,0.006743409957488378,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4463,0.8702,0.006653052687644959,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.4418666666666667,0.8652666666666666,0.006744274506966273,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4464,0.8709,0.0066547282814979555,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.44226666666666664,0.8650333333333333,0.0067458047866821285,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4469,0.87,0.006656682050228119,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.4417833333333333,0.86525,0.00674738833506902,4.2,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4473,0.8705,0.0066576642394065855,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.4434666666666667,0.8661833333333333,0.006720460476477941,4.0,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4483,0.8717,0.006630029785633087,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.4454,0.86785,0.006698301887512207,3.9,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4511,0.8736,0.006603386092185974,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.44688333333333335,0.86875,0.006678670124212901,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4514,0.875,0.006587368357181549,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.44815,0.8697333333333334,0.006662945067882538,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4542,0.8775,0.006569439160823822,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.45355,0.8699166666666667,0.0066434457639853155,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4569,0.8773,0.006547045803070068,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.45343333333333335,0.8697,0.006644591128826142,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4576,0.8774,0.0065488976836204525,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.45361666666666667,0.86985,0.0066451172530651095,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4576,0.8775,0.0065494317054748535,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.4533333333333333,0.8698333333333333,0.00664595641096433,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4578,0.877,0.006551163685321808,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.45363333333333333,0.86995,0.006647074389457702,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4577,0.877,0.006553568100929261,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.45355,0.8697833333333334,0.00664829785823822,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4578,0.8773,0.006554029738903046,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.45326666666666665,0.8698833333333333,0.006649014826615652,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4579,0.8776,0.006555428862571717,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.4538,0.8694333333333333,0.006650514048337937,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
3,test,1,0.4589,0.8766,0.006558026552200317,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
4,train,2,0.4534666666666667,0.8698166666666667,0.006652205866575241,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
5,test,2,0.4592,0.8774,0.006559533429145813,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
6,train,3,0.45361666666666667,0.8699666666666667,0.006653463351726532,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
7,test,3,0.4583,0.8771,0.006561029410362244,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
8,train,4,0.4535,0.8699666666666667,0.006654732398192088,3.9,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
9,test,4,0.4583,0.8771,0.006563521373271942,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
0,train,0,0.45348333333333335,0.8696333333333334,0.0066351230720678965,4.2,0,4,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
1,test,0,0.4587,0.8757,0.006546234297752381,,0,4,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
2,train,1,0.45618333333333333,0.86925,0.006619074112176895,4.0,0,4,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CNN,5,CNN,layerwise,CNN_layerwise
