,type,epoch,top1,top5,loss,time,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
4,train,2,0.396,0.86368,0.006916607625484466,6.1,15.780472186423358,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3872,0.862,0.006979251325130463,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.39562,0.86384,0.006921213402748108,6.1,15.816376185797104,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3872,0.8642,0.00697824182510376,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.39678,0.86354,0.006914694964885712,6.1,15.851864957317897,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3863,0.8621,0.006973097896575927,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.39634,0.86576,0.0069158307242393495,6.1,15.88481205260254,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3855,0.8633,0.006981188416481018,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.3971,0.86458,0.00690861102104187,6.1,15.917246507371775,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3846,0.8631,0.006978238737583161,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.39696,0.864,0.006918117311000824,6.1,15.952511864993799,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3842,0.8654,0.006988418865203857,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.39598,0.86478,0.006911901745796203,6.1,15.988577745698482,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3884,0.8625,0.00697714729309082,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.3978,0.8653,0.006906336777210235,6.1,16.019493389080726,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3893,0.8612,0.006978190362453461,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.39636,0.8668,0.006912496659755706,6.1,16.05337966905646,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3845,0.8644,0.006977223491668701,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.39856,0.86326,0.006910718185901642,6.1,16.086843719007316,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3886,0.8626,0.006983076786994934,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.3991,0.8646,0.006908654093742371,6.1,16.122720224923587,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3897,0.864,0.006972901523113251,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.39814,0.86554,0.006900953290462494,6.1,16.156339911916778,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.387,0.8622,0.006970477879047394,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.39762,0.86432,0.0069054699635505675,6.1,16.18992225801301,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.388,0.863,0.006979755198955536,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.39864,0.86554,0.006899898014068604,6.1,16.222747229919293,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.388,0.8639,0.006971671223640442,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.39736,0.86562,0.0068971398043632505,6.4,16.25700656502464,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3828,0.8646,0.006971642935276031,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.398,0.86566,0.006899352746009827,6.1,16.289647716830387,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3885,0.8628,0.0069753888249397275,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.3969,0.86418,0.006899773924350739,6.1,16.324767135755447,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3843,0.8629,0.006967041778564453,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.39844,0.86456,0.00689317957162857,6.1,16.359697815658254,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.389,0.8628,0.006952742111682892,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.39808,0.86468,0.006902347486019134,6.2,16.392134306362845,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3881,0.8647,0.0069639363408088685,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.40022,0.86466,0.00689331550359726,6.1,16.426666329220236,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3905,0.8632,0.00696164847612381,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.40032,0.8658,0.006890705990791321,6.1,16.455349921437584,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3902,0.8642,0.006964162123203278,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.39844,0.86618,0.006894074828624725,6.1,16.488291937391583,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3901,0.8649,0.006964901840686798,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.3948,0.86386,0.006907886817455292,6.1,16.521695085715706,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3903,0.8628,0.006975178921222687,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.40102,0.86562,0.006882894446849823,6.1,16.55368454800029,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3897,0.8639,0.006956701242923737,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.39916,0.86448,0.006897066164016723,6.1,16.585459455112836,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3865,0.864,0.00696252601146698,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.39986,0.86666,0.006893717679977417,6.1,16.618474681261976,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3874,0.8635,0.006962466704845428,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.39848,0.86538,0.006889571135044098,6.1,16.650249671195272,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3876,0.8657,0.0069637170910835265,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.39938,0.8655,0.006889690284729004,6.1,16.68351629605334,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3941,0.8627,0.006951286101341248,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.40044,0.86628,0.00688814866065979,6.1,16.714979394688502,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3917,0.8644,0.006956206023693084,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.40136,0.86554,0.006880393135547638,6.1,16.747256363724276,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.392,0.8644,0.006946374130249023,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.4,0.8668,0.006881110219955445,6.1,16.782245784914554,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3891,0.8638,0.006948995494842529,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.40222,0.86586,0.0068798546862602235,6.1,16.815273025605272,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.392,0.8635,0.006956476926803589,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.40116,0.86604,0.006881842699050903,6.1,16.84497515897406,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3902,0.8655,0.006951237905025482,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.4012,0.86586,0.006878173019886017,6.1,16.87629658731522,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3889,0.8633,0.006953692209720612,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.40044,0.86482,0.0068858860206604,6.1,16.907469656341156,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3891,0.8639,0.006956656765937805,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.4012,0.86556,0.006877406969070435,6.1,16.93739988159376,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3906,0.8656,0.0069452665209770205,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.4007,0.86768,0.006876055567264557,6.1,16.968070029642263,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3929,0.8658,0.006947615718841553,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.40102,0.86616,0.006871609449386596,6.1,16.99658426349039,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3935,0.8652,0.006941346716880798,,,75654,7,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.40102,0.8646,0.006876390006542206,6.2,17.02757516340277,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3877,0.8657,0.00695046181678772,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.40002,0.8657,0.006886060178279876,6.1,17.060039829841823,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3904,0.8633,0.006965010666847229,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.40098,0.86694,0.006873529255390167,6.1,17.086985162805025,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3935,0.8654,0.006944494342803955,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.39906,0.86536,0.006881429598331452,6.1,17.116529230171835,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3887,0.8656,0.006959771752357483,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.40184,0.86674,0.006870366811752319,6.1,17.145065760670725,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3916,0.8637,0.006943555819988251,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.40228,0.8664,0.006865452833175659,6.1,17.177926768128387,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3892,0.8656,0.006951052451133728,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.4014,0.86712,0.0068683533763885495,6.1,17.204123241607363,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3945,0.8651,0.006940492963790894,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.40106,0.86858,0.006868556275367737,6.1,17.235382212065435,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3932,0.8665,0.0069417570829391475,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.3981,0.8682,0.0068715255117416385,6.1,17.268126572598124,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3907,0.8636,0.006949379324913025,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.4012,0.86704,0.006871427788734436,6.1,17.292700970064736,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.396,0.8652,0.006944654929637909,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.4015,0.86638,0.00686781179189682,6.1,17.32054223973766,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3921,0.8637,0.006931934690475464,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.40278,0.867,0.006857719669342041,6.1,17.349195202718636,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3891,0.867,0.006941135001182556,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.40206,0.86724,0.00686025808095932,6.1,17.37891535240518,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3924,0.867,0.006939251184463501,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.40144,0.86806,0.006865917842388153,6.1,17.407322802829103,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3909,0.8652,0.006936279249191284,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.4004,0.86826,0.006864549903869629,6.1,17.437678209593756,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3897,0.8668,0.006935910522937775,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.40528,0.86666,0.006857141313552856,6.1,17.465943917233748,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3913,0.8655,0.0069319322109222415,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.40282,0.86584,0.006856719074249267,6.1,17.498724983881004,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3922,0.8669,0.006934660196304321,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.40136,0.86748,0.006866814320087433,6.1,17.52616926970038,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3911,0.8664,0.006941521489620209,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.40238,0.8676,0.006862788481712341,6.1,17.555988520036585,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3934,0.8638,0.006945250415802002,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.4016,0.86682,0.006853587765693664,6.2,17.58306469498166,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3911,0.8658,0.006932628321647644,,,75654,8,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.40274,0.86732,0.0068556819462776185,6.1,17.613203464503105,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3937,0.8675,0.006933107388019562,,,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.40136,0.86596,0.0068627732157707216,6.1,17.640844689896973,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3887,0.8643,0.006948211824893951,,,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.40506,0.86794,0.006850614669322967,6.1,17.669444960803425,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3936,0.8656,0.006929920482635498,,,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.40298,0.86778,0.006850293922424316,6.1,17.69466054298592,75654,9,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
