,Unnamed: 0,Unnamed: 0.1,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
116,116,36,train,18,0.4137,0.8629666666666667,0.0069180884242057,4.0,2,0,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
117,117,37,test,18,0.4151,0.8602,0.0069071946978569,,2,0,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
118,118,38,train,19,0.4138,0.86295,0.0069218500773111,4.1,2,0,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
119,119,39,test,19,0.4151,0.8606,0.0069108962535858,,2,0,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
120,120,0,train,0,0.4218333333333333,0.8584833333333334,0.0068414725999037,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
121,121,1,test,0,0.4199,0.8544,0.0068283213734626,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
122,122,2,train,1,0.425,0.8589666666666667,0.006831903775533,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
123,123,3,test,1,0.4236,0.8556,0.0068142015337944,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
124,124,4,train,2,0.4196166666666667,0.8628666666666667,0.0068232398728529,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
125,125,5,test,2,0.4194,0.8594,0.0068052265644073,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
126,126,6,train,3,0.4224666666666666,0.8622333333333333,0.006813802486658,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
127,127,7,test,3,0.4211,0.8584,0.0067962820887565,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
128,128,8,train,4,0.4255166666666666,0.8611666666666666,0.0068081042528152,4.4,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
129,129,9,test,4,0.4242,0.858,0.0067903334259986,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
130,130,10,train,5,0.4287,0.8602166666666666,0.0068063673178354,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
131,131,11,test,5,0.4265,0.8571,0.0067893492817878,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
132,132,12,train,6,0.4248166666666667,0.8624666666666667,0.0067988495926062,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
133,133,13,test,6,0.4234,0.8597,0.0067792112827301,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
134,134,14,train,7,0.42315,0.8634333333333334,0.0067945402781168,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
135,135,15,test,7,0.4231,0.8613,0.0067769064784049,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
136,136,16,train,8,0.4237166666666667,0.86315,0.0067907612780729,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
137,137,17,test,8,0.4254,0.8587,0.0067744382619857,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
138,138,18,train,9,0.42375,0.8630166666666667,0.0067861389478047,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
139,139,19,test,9,0.4252,0.8594,0.0067672662734985,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
140,140,20,train,10,0.4258166666666667,0.8636833333333334,0.0067826903720696,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
141,141,21,test,10,0.4263,0.861,0.0067619747281074,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
142,142,22,train,11,0.42705,0.8636666666666667,0.0067773098528385,4.2,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
143,143,23,test,11,0.4293,0.8601,0.0067565979123115,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
144,144,24,train,12,0.4273833333333333,0.86385,0.0067738476892312,4.1,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
145,145,25,test,12,0.4262,0.8612,0.006752266561985,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
146,146,26,train,13,0.4254666666666666,0.8653,0.0067719766338666,4.2,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
147,147,27,test,13,0.4261,0.8627,0.0067504594445228,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
148,148,28,train,14,0.4272166666666667,0.8653,0.0067639057060082,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
149,149,29,test,14,0.4256,0.8643,0.0067380616426467,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
150,150,30,train,15,0.4278,0.8673833333333333,0.0067338525791962,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
151,151,31,test,15,0.4269,0.8685,0.0066999585270881,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
152,152,32,train,16,0.4296833333333333,0.8684166666666666,0.0067263099610805,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
153,153,33,test,16,0.43,0.8706,0.0066905645012855,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
154,154,34,train,17,0.4332,0.8667333333333334,0.0067217891196409,4.0,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
155,155,35,test,17,0.4328,0.8674,0.0066824071407318,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
156,156,36,train,18,0.4328166666666667,0.8669166666666667,0.0067198945860068,4.2,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
157,157,37,test,18,0.4316,0.8691,0.0066839682817459,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
158,158,38,train,19,0.4351333333333333,0.8664833333333334,0.0067170999765396,4.3,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
159,159,39,test,19,0.4326,0.8684,0.0066794661879539,,0,1,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
160,160,0,train,0,0.4347833333333333,0.86635,0.0067168168445428,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
161,161,1,test,0,0.4335,0.8696,0.0066789181947708,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
162,162,2,train,1,0.43485,0.8667166666666667,0.006717444294691,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
163,163,3,test,1,0.4336,0.8687,0.0066791087508201,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
164,164,4,train,2,0.4344666666666666,0.8666333333333334,0.0067181920687357,4.2,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
165,165,5,test,2,0.4334,0.869,0.0066804454445838,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
166,166,6,train,3,0.4349,0.8662333333333333,0.0067189048608144,4.3,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
167,167,7,test,3,0.4345,0.8692,0.0066821602225303,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
168,168,8,train,4,0.43455,0.8666166666666667,0.00671918592453,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
169,169,9,test,4,0.4328,0.8684,0.0066823833346366,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
170,170,10,train,5,0.4338,0.8665833333333334,0.0067210046013196,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
171,171,11,test,5,0.4336,0.8685,0.0066841515541076,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
172,172,12,train,6,0.4343,0.8665166666666667,0.0067221896211306,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
173,173,13,test,6,0.4329,0.8677,0.006686839389801,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
174,174,14,train,7,0.4341833333333333,0.8666333333333334,0.0067235995233058,4.2,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
175,175,15,test,7,0.4333,0.8676,0.0066871660232543,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
176,176,16,train,8,0.4336166666666666,0.8664166666666666,0.0067248395681381,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
177,177,17,test,8,0.434,0.8687,0.0066897486329078,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
178,178,18,train,9,0.43355,0.8666166666666667,0.0067265241046746,4.2,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
179,179,19,test,9,0.4345,0.8685,0.006689861190319,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
180,180,20,train,10,0.4335166666666666,0.8665666666666667,0.0067283425668875,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
181,181,21,test,10,0.4332,0.8686,0.0066917828083038,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
182,182,22,train,11,0.43385,0.8663166666666666,0.0067299883445103,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
183,183,23,test,11,0.4343,0.8673,0.0066946455717086,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
184,184,24,train,12,0.4335833333333333,0.8662333333333333,0.0067318776945273,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
185,185,25,test,12,0.4341,0.8678,0.0066950755000114,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
186,186,26,train,13,0.4331,0.8663,0.0067335438450177,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
187,187,27,test,13,0.4336,0.868,0.0066989330410957,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
188,188,28,train,14,0.4328,0.8661833333333333,0.0067366110682487,4.0,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
189,189,29,test,14,0.433,0.8675,0.0066991972327232,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
190,190,30,train,15,0.4328833333333333,0.8668833333333333,0.0067377959569295,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
191,191,31,test,15,0.4332,0.8678,0.0067019053459167,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
192,192,32,train,16,0.43225,0.8666333333333334,0.0067399948656558,4.2,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
193,193,33,test,16,0.4336,0.8675,0.00670658775568,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
194,194,34,train,17,0.4327333333333333,0.8665333333333334,0.00674232365489,4.2,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
195,195,35,test,17,0.4331,0.868,0.0067089471697807,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
196,196,36,train,18,0.4322833333333333,0.8662666666666666,0.0067447393576304,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
197,197,37,test,18,0.4334,0.8685,0.0067117911696434,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
198,198,38,train,19,0.43235,0.8663833333333333,0.0067474206268787,4.1,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
199,199,39,test,19,0.4333,0.8667,0.0067138422489166,,1,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
200,200,0,train,0,0.4318333333333333,0.8664333333333334,0.0067499992112318,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
201,201,1,test,0,0.4345,0.867,0.0067159192800521,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
202,202,2,train,1,0.431,0.8664,0.0067531989395618,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
203,203,3,test,1,0.4335,0.8676,0.0067198304772377,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
204,204,4,train,2,0.4313,0.86635,0.0067557290454705,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
205,205,5,test,2,0.4344,0.8681,0.0067227729558944,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
206,206,6,train,3,0.4310833333333333,0.8660833333333333,0.0067592444340387,4.5,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
207,207,7,test,3,0.4342,0.8673,0.0067283160328865,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
208,208,8,train,4,0.4302166666666667,0.8664166666666666,0.0067620208203792,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
209,209,9,test,4,0.4333,0.8665,0.006729050207138,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
210,210,10,train,5,0.4301333333333333,0.8665666666666667,0.0067661809682846,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
211,211,11,test,5,0.4336,0.8669,0.0067327703356742,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
212,212,12,train,6,0.4304666666666666,0.8662333333333333,0.0067680312931537,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
213,213,13,test,6,0.4344,0.8674,0.0067354744791984,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
214,214,14,train,7,0.4297333333333333,0.8665666666666667,0.0067719742218653,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
215,215,15,test,7,0.4341,0.8675,0.0067403247952461,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
216,216,16,train,8,0.4297,0.8665333333333334,0.0067755074640115,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
217,217,17,test,8,0.4329,0.8666,0.0067435747981071,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
218,218,18,train,9,0.4292833333333333,0.8667833333333334,0.0067787123759587,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
219,219,19,test,9,0.4349,0.8668,0.0067461855411529,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
220,220,20,train,10,0.42915,0.8664,0.006782351364692,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
221,221,21,test,10,0.434,0.8665,0.0067505059719085,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
222,222,22,train,11,0.4286666666666666,0.86645,0.0067861595014731,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
223,223,23,test,11,0.4324,0.8668,0.0067544348835945,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
224,224,24,train,12,0.4288166666666667,0.8665833333333334,0.0067897392253081,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
225,225,25,test,12,0.4312,0.8671,0.0067582663893699,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
226,226,26,train,13,0.4286666666666666,0.8664166666666666,0.0067925432999928,4.2,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
227,227,27,test,13,0.4328,0.8672,0.006762102997303,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
228,228,28,train,14,0.4279833333333333,0.8666,0.0067967642883459,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
229,229,29,test,14,0.4321,0.8667,0.0067666917324066,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
230,230,30,train,15,0.4284,0.8664833333333334,0.0068006677846113,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
231,231,31,test,15,0.4323,0.8668,0.0067686729073524,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
232,232,32,train,16,0.4278333333333333,0.8666,0.0068049567222595,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
233,233,33,test,16,0.4318,0.8667,0.0067756175160408,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
234,234,34,train,17,0.4273166666666667,0.8668333333333333,0.0068088456412156,4.0,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
235,235,35,test,17,0.4311,0.8655,0.0067787265181541,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
