,Unnamed: 0,Unnamed: 0.1,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
236,236,36,train,18,0.4270666666666666,0.8661,0.0068131619373957,4.1,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
237,237,37,test,18,0.4315,0.8661,0.0067848936915397,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
238,238,38,train,19,0.4269166666666666,0.8665333333333334,0.0068176137804985,4.3,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
239,239,39,test,19,0.4317,0.8667,0.0067876354217529,,2,1,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
240,240,0,train,0,0.4343,0.86625,0.0067321742415428,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
241,241,1,test,0,0.4337,0.8673,0.006697906756401,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
242,242,2,train,1,0.4325666666666666,0.8672,0.0067267782310644,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
243,243,3,test,1,0.4317,0.8687,0.0066906140327453,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
244,244,4,train,2,0.4331666666666666,0.8666333333333334,0.0067233320216337,4.2,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
245,245,5,test,2,0.4325,0.8693,0.0066845624446868,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
246,246,6,train,3,0.4334,0.8663833333333333,0.0067198454121748,4.4,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
247,247,7,test,3,0.436,0.8684,0.0066786579489707,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
248,248,8,train,4,0.4338333333333333,0.86765,0.0067153262714544,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
249,249,9,test,4,0.4341,0.8699,0.0066754670381546,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
250,250,10,train,5,0.4365,0.8664166666666666,0.0067141778310139,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
251,251,11,test,5,0.4393,0.8681,0.0066749082684516,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
252,252,12,train,6,0.4315666666666666,0.8687333333333334,0.0067110053141911,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
253,253,13,test,6,0.4308,0.87,0.0066737989306449,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
254,254,14,train,7,0.43545,0.8678,0.0067065487166245,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
255,255,15,test,7,0.4364,0.8692,0.0066690846681594,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
256,256,16,train,8,0.4366,0.86685,0.0067046302000681,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
257,257,17,test,8,0.439,0.8683,0.0066652497053146,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
258,258,18,train,9,0.4358333333333333,0.8674833333333334,0.0067015757819016,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
259,259,19,test,9,0.4394,0.869,0.0066631552815437,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
260,260,20,train,10,0.4359833333333333,0.8687666666666667,0.0066999712844689,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
261,261,21,test,10,0.4367,0.8717,0.0066594590187072,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
262,262,22,train,11,0.4350833333333333,0.8686,0.006697912877798,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
263,263,23,test,11,0.4345,0.8698,0.0066602934718132,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
264,264,24,train,12,0.4356333333333333,0.8677666666666667,0.0066963622768719,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
265,265,25,test,12,0.4376,0.8696,0.006664178597927,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
266,266,26,train,13,0.4353333333333333,0.8684,0.0066934000670909,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
267,267,27,test,13,0.4369,0.8704,0.0066549623847007,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
268,268,28,train,14,0.438,0.86605,0.0066934499363104,4.2,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
269,269,29,test,14,0.4421,0.8673,0.0066544787287712,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
270,270,30,train,15,0.4357,0.86895,0.0066917070865631,4.2,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
271,271,31,test,15,0.4371,0.8718,0.0066541853427886,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
272,272,32,train,16,0.4327333333333333,0.8703833333333333,0.0066887230813503,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
273,273,33,test,16,0.4348,0.8717,0.0066518889784812,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
274,274,34,train,17,0.4315833333333333,0.87175,0.0066884342888991,4.0,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
275,275,35,test,17,0.4348,0.8739,0.0066501150369644,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
276,276,36,train,18,0.4348833333333333,0.8699833333333333,0.0066852230489254,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
277,277,37,test,18,0.4374,0.8711,0.0066475628495216,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
278,278,38,train,19,0.4386333333333333,0.8671833333333333,0.0066827278256416,4.1,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
279,279,39,test,19,0.4397,0.8695,0.0066473593831062,,0,2,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
280,280,0,train,0,0.43835,0.8674,0.0066834921499093,4.2,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
281,281,1,test,0,0.4404,0.8705,0.0066465997338294,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
282,282,2,train,1,0.4379333333333333,0.8677166666666667,0.0066843229810396,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
283,283,3,test,1,0.4415,0.8692,0.0066487763524055,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
284,284,4,train,2,0.4381666666666666,0.86765,0.0066851114710172,4.2,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
285,285,5,test,2,0.4396,0.8693,0.0066500140190124,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
286,286,6,train,3,0.4380833333333333,0.8673166666666666,0.0066873100201288,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
287,287,7,test,3,0.44,0.869,0.0066515581607818,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
288,288,8,train,4,0.4378333333333333,0.8676666666666667,0.0066882603565851,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
289,289,9,test,4,0.4407,0.8686,0.0066530514717102,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
290,290,10,train,5,0.4370333333333333,0.8678166666666667,0.0066897988716761,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
291,291,11,test,5,0.4389,0.8695,0.0066552227258682,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
292,292,12,train,6,0.4368166666666667,0.8675833333333334,0.0066918716887633,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
293,293,13,test,6,0.4389,0.8694,0.0066581138134002,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
294,294,14,train,7,0.4369666666666666,0.8680666666666667,0.0066932014505068,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
295,295,15,test,7,0.4392,0.8688,0.0066584132075309,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
296,296,16,train,8,0.4367166666666666,0.8680666666666667,0.0066947700520356,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
297,297,17,test,8,0.4392,0.8692,0.0066610604763031,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
298,298,18,train,9,0.4361166666666666,0.8680333333333333,0.0066969492415587,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
299,299,19,test,9,0.4381,0.8696,0.0066643547177314,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
300,300,20,train,10,0.4359,0.8683,0.0066986407279968,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
301,301,21,test,10,0.4379,0.8686,0.0066658229231834,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
302,302,22,train,11,0.4355666666666666,0.8682333333333333,0.0067014952997366,3.9,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
303,303,23,test,11,0.4382,0.8691,0.006667993581295,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
304,304,24,train,12,0.4346,0.86875,0.0067034655630588,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
305,305,25,test,12,0.4376,0.8687,0.0066708120822906,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
306,306,26,train,13,0.4349,0.8682166666666666,0.0067063939809799,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
307,307,27,test,13,0.437,0.8691,0.006672760951519,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
308,308,28,train,14,0.43425,0.8689,0.0067086979071299,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
309,309,29,test,14,0.4372,0.8687,0.0066765917181968,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
310,310,30,train,15,0.4339666666666666,0.8687833333333334,0.0067113385319709,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
311,311,31,test,15,0.4363,0.869,0.0066791274428367,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
312,312,32,train,16,0.4342166666666666,0.86865,0.0067145975748697,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
313,313,33,test,16,0.4359,0.8687,0.0066817258477211,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
314,314,34,train,17,0.4330166666666666,0.8685833333333334,0.0067167200724283,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
315,315,35,test,17,0.4355,0.8687,0.0066845991015434,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
316,316,36,train,18,0.4334166666666667,0.86865,0.0067204009850819,4.1,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
317,317,37,test,18,0.4362,0.8688,0.0066882570624351,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
318,318,38,train,19,0.4327833333333333,0.86885,0.0067233268499374,4.0,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
319,319,39,test,19,0.4357,0.8685,0.0066927724123001,,1,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
320,320,0,train,0,0.4332,0.8685833333333334,0.0067258751332759,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
321,321,1,test,0,0.4355,0.869,0.0066952164649963,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
322,322,2,train,1,0.4324,0.8687166666666667,0.0067297563234965,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
323,323,3,test,1,0.4355,0.8693,0.0066977350473403,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
324,324,4,train,2,0.4322166666666667,0.8689,0.0067331270396709,4.5,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
325,325,5,test,2,0.4352,0.8687,0.0067007718682289,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
326,326,6,train,3,0.4317833333333333,0.8690833333333333,0.0067364158153533,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
327,327,7,test,3,0.4339,0.8674,0.0067071242094039,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
328,328,8,train,4,0.4312333333333333,0.8687166666666667,0.0067403869569301,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
329,329,9,test,4,0.434,0.8689,0.0067086347222328,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
330,330,10,train,5,0.4307333333333333,0.8688166666666667,0.0067439106265703,3.9,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
331,331,11,test,5,0.4333,0.8679,0.0067138247609138,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
332,332,12,train,6,0.4307,0.8690833333333333,0.0067478967487812,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
333,333,13,test,6,0.4324,0.869,0.0067177139163017,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
334,334,14,train,7,0.4306833333333333,0.8691166666666666,0.006751344136397,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
335,335,15,test,7,0.434,0.8689,0.0067216958642005,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
336,336,16,train,8,0.42985,0.869,0.0067556527276833,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
337,337,17,test,8,0.4313,0.8687,0.0067261131763458,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
338,338,18,train,9,0.4300333333333333,0.86915,0.0067595700283845,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
339,339,19,test,9,0.4313,0.8686,0.0067305819272995,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
340,340,20,train,10,0.4295,0.8691666666666666,0.0067636253873507,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
341,341,21,test,10,0.432,0.8691,0.0067334809660911,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
342,342,22,train,11,0.4290333333333333,0.8694,0.0067673415342966,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
343,343,23,test,11,0.4306,0.8694,0.0067388797998428,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
344,344,24,train,12,0.4288166666666667,0.8693166666666666,0.006772456562519,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
345,345,25,test,12,0.4309,0.8694,0.0067423541545867,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
346,346,26,train,13,0.4284833333333333,0.8694166666666666,0.0067757014115651,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
347,347,27,test,13,0.4305,0.8697,0.0067474319696426,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
348,348,28,train,14,0.4283833333333333,0.8696,0.0067806773920853,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
349,349,29,test,14,0.4305,0.8701,0.0067510690808296,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
350,350,30,train,15,0.4275666666666666,0.8698,0.006785268475612,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
351,351,31,test,15,0.4295,0.869,0.0067572866082191,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
352,352,32,train,16,0.4281166666666666,0.8694833333333334,0.006789582568407,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
353,353,33,test,16,0.4288,0.8699,0.0067611060380935,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
354,354,34,train,17,0.4270333333333333,0.86995,0.0067943846960862,4.0,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
355,355,35,test,17,0.4283,0.8695,0.0067664621710777,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
