,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
5,test,2,0.9769,0.9995,0.0003271412348374724,,0,1,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.99655,0.9999833333333333,7.36471177234004e-05,6.8,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9777,0.9995,0.0003157545790076256,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9963833333333333,0.9999833333333333,7.526814605419834e-05,6.8,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9768,0.9997,0.00032188753001391885,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9965666666666667,0.9999833333333333,7.502903377171606e-05,6.8,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9768,0.9998,0.00032104218639433384,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9966,0.9999833333333333,7.603923884841303e-05,6.8,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9774,0.9997,0.00031928818076848984,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9965,0.9999833333333333,7.635982531743744e-05,6.8,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.977,0.9996,0.00031673405282199384,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9968666666666667,0.9999833333333333,7.688313069132467e-05,6.8,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9782,0.9995,0.0003171139745041728,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9962,1.0,6.973562151348839e-05,6.9,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9752,0.9997,0.00034458518605679276,,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9982833333333333,1.0,4.418330996607741e-05,6.8,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9771,0.9996,0.00031121686156839135,,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9986666666666667,1.0,3.7393756106030196e-05,6.9,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9778,0.9998,0.00032793060056865214,,0,2,403488,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.99855,1.0,3.805439455124239e-05,6.9,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9767,0.9998,0.0003264097947627306,,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9985333333333334,1.0,3.847896068279321e-05,6.8,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.979,0.9998,0.000311402731295675,,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9985666666666667,1.0,3.902673406604057e-05,6.8,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.9775,0.9998,0.0003121126666665077,,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.9984833333333333,1.0,3.850586426754793e-05,6.8,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.9774,0.9999,0.00031585877519100906,,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.9984333333333333,1.0,3.960779356226946e-05,6.8,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.9786,0.9997,0.00031331620244309306,,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.9984166666666666,1.0,3.9263255653592446e-05,6.9,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.978,0.9998,0.00031244466342031954,,2,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
