,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
1,test,0,0.9753,0.9994,0.0003344532378017902,,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9951666666666666,0.9999666666666667,9.752201138374706e-05,8.8,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9746,0.9996,0.00033919296972453596,,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9954166666666666,0.9999666666666667,9.810163957687715e-05,7.0,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9752,0.9994,0.0003341025866568089,,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9952,0.9999666666666667,0.00010001642152977487,7.2,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9751,0.9997,0.0003397306304425001,,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9951,0.9999666666666667,9.917767207759121e-05,7.2,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9754,0.9992,0.0003395576091483235,,2,1,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9955,1.0,8.877284596674144e-05,7.0,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9765,0.9994,0.000335935178399086,,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9960166666666667,0.9999833333333333,7.734709745272994e-05,7.9,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9753,0.9989,0.00033490680940449237,,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.99715,1.0,6.532710872124881e-05,6.8,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9765,0.9994,0.0003435659117996693,,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9977833333333334,1.0,5.4989867261610927e-05,7.2,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9757,0.9993,0.00034206124600023034,,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9980666666666667,1.0,5.112671470269561e-05,7.1,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9761,0.9995,0.0003457160882651806,,0,2,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9979166666666667,1.0,5.114381413441151e-05,7.3,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9748,0.9994,0.000346756705082953,,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9982,1.0,5.162699200833837e-05,7.1,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9749,0.9996,0.00035330977868288754,,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9982666666666666,1.0,5.08063706724594e-05,7.8,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9754,0.9992,0.00034761982038617134,,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9980833333333333,1.0,5.1688653991247215e-05,6.7,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9761,0.9993,0.0003398039558902383,,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9981833333333333,1.0,5.3071531812505174e-05,6.7,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9765,0.9992,0.000342530152387917,,1,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9981833333333333,1.0,5.320086407009512e-05,6.8,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9756,0.9994,0.00034031985234469174,,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9983166666666666,1.0,5.369566501273463e-05,6.7,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9767,0.9992,0.0003426333835348487,,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.99815,1.0,5.379106077210357e-05,7.3,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.976,0.9994,0.00034213374368846416,,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9979833333333333,1.0,5.479224531445652e-05,7.5,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9771,0.9993,0.00033068792652338745,,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9980666666666667,1.0,5.495461729976038e-05,8.9,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9757,0.9994,0.00034161497205495835,,2,2,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9981,1.0,5.0952419293268274e-05,9.6,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9752,0.9992,0.00034171270299702885,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9985666666666667,1.0,4.3068046130550404e-05,6.8,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9741,0.9996,0.00035978248696774245,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9989666666666667,1.0,3.516826123232022e-05,7.3,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9767,0.9991,0.00034650618936866523,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9990833333333333,1.0,3.3086191730884216e-05,7.1,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.9748,0.9993,0.00036412760261446235,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9990166666666667,1.0,3.0278840862835446e-05,7.6,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9756,0.9992,0.0003688902821391821,,0,3,102048,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.99905,1.0,3.108043383496503e-05,7.3,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9756,0.9992,0.0003678851697593927,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9988,1.0,3.123085090580086e-05,7.2,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9751,0.9992,0.00036447415687143803,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.999,1.0,3.076989712038388e-05,6.9,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9746,0.9992,0.00036771070919930935,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9990666666666667,1.0,3.189131501906862e-05,8.6,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
7,test,3,0.976,0.9992,0.00036049307845532896,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
8,train,4,0.9991333333333333,1.0,3.1242383259814235e-05,7.6,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
9,test,4,0.9752,0.9995,0.0003742133047431707,,1,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
0,train,0,0.9989333333333333,1.0,3.2942342432215806e-05,6.8,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
1,test,0,0.9758,0.9993,0.00036505359299480913,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
2,train,1,0.9989333333333333,1.0,3.380850803029413e-05,6.8,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
3,test,1,0.9755,0.9991,0.0003673571616411209,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
4,train,2,0.9991333333333333,1.0,3.2325443675896776e-05,6.9,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
5,test,2,0.9751,0.9996,0.00036066271178424356,,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
6,train,3,0.9989333333333333,1.0,3.4453119803220035e-05,6.9,2,3,16512,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_hld128_rounds20_epochs5_MNIST,5,MLP,layerwise,MLP_layerwise
